bodyId,class,type,instance,somaSide
59765,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
59787,Kenyon_Cell,KCab-p,KCab-p_R,R
59818,Kenyon_Cell,KCab-s,KCab-s_R,R
59901,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
59923,Kenyon_Cell,KCg-m,KCg-m_R,R
59932,Kenyon_Cell,KCg-m,KCg-m_R,R
59978,Kenyon_Cell,KCg-m,KCg-m_R,R
60011,Kenyon_Cell,KCg-m,KCg-m_L,L
60083,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
60098,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
60166,Kenyon_Cell,KCab-p,KCab-p_L,L
60172,Kenyon_Cell,KCg-m,KCg-m_R,R
60200,Kenyon_Cell,KCg-m,KCg-m_R,R
60227,Kenyon_Cell,KCg-m,KCg-m_R,R
60273,DAN,PAM07,PAM07(y4<y1y2)_L,L
60314,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
60329,Kenyon_Cell,KCg-m,KCg-m_R,R
60344,Kenyon_Cell,KCg-d,KCg-d_R,R
60349,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
60354,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
60388,Kenyon_Cell,KCg-m,KCg-m_L,L
60391,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
60443,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
60471,Kenyon_Cell,KCg-m,KCg-m_L,L
60494,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
60505,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
60516,Kenyon_Cell,KCg-m,KCg-m_R,R
60539,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
60545,Kenyon_Cell,KCg-m,KCg-m_L,L
60697,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
60708,Kenyon_Cell,KCg-d,KCg-d_R,R
60729,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
60732,Kenyon_Cell,KCab-s,KCab-s_L,L
60739,Kenyon_Cell,KCg-m,KCg-m_R,R
60763,Kenyon_Cell,KCg-m,KCg-m_R,R
60768,Kenyon_Cell,KCg-m,KCg-m_R,R
60787,Kenyon_Cell,KCab-s,KCab-s_L,L
60829,Kenyon_Cell,KCg-d,KCg-d_R,R
60834,Kenyon_Cell,KCg-m,KCg-m_L,L
60890,Kenyon_Cell,KCab-s,KCab-s_R,R
60930,DAN,PAM10,PAM10(B1)_L,L
60948,Kenyon_Cell,KCab-s,KCab-s_L,L
60957,Kenyon_Cell,KCg-m,KCg-m_R,R
60960,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
60983,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
60986,Kenyon_Cell,KCab-s,KCab-s_L,L
61033,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
61056,Kenyon_Cell,KCg-d,KCg-d_R,R
61071,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
61113,Kenyon_Cell,KCg-m,KCg-m_R,R
61115,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
61116,Kenyon_Cell,KCab-s,KCab-s_L,L
61120,Kenyon_Cell,KCab-s,KCab-s_L,L
61126,Kenyon_Cell,KCg-m,KCg-m_R,R
61178,Kenyon_Cell,KCg-m,KCg-m_R,R
61237,Kenyon_Cell,KCg-m,KCg-m_R,R
61253,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
61259,Kenyon_Cell,KCab-s,KCab-s_L,L
61279,Kenyon_Cell,KCg-m,KCg-m_R,R
61312,Kenyon_Cell,KCg-m,KCg-m_L,L
61333,Kenyon_Cell,KCab-s,KCab-s_L,L
61334,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
61339,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
61360,DAN,PAM12,PAM12(y3)_L,L
61382,Kenyon_Cell,KCg-m,KCg-m_R,R
61456,Kenyon_Cell,KCg-m,KCg-m_R,R
61464,Kenyon_Cell,KCab-s,KCab-s_R,R
61475,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
61517,Kenyon_Cell,KCab-s,KCab-s_L,L
61555,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
61570,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
61579,Kenyon_Cell,KCg-m,KCg-m_L,L
61605,Kenyon_Cell,KCg-m,KCg-m_R,R
61639,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
61802,Kenyon_Cell,KCg-m,KCg-m_L,L
61806,Kenyon_Cell,KCab-s,KCab-s_R,R
61936,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
61938,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
61947,Kenyon_Cell,KCab-p,KCab-p_R,R
61962,Kenyon_Cell,KCg-m,KCg-m_R,R
61967,Kenyon_Cell,KCg-m,KCg-m_R,R
61981,Kenyon_Cell,KCg-m,KCg-m_R,R
62003,Kenyon_Cell,KCg-m,KCg-m_R,R
62057,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
62062,Kenyon_Cell,KCg-m,KCg-m_R,R
62076,Kenyon_Cell,KCg-d,KCg-d_R,R
62087,Kenyon_Cell,KCab-p,KCab-p_R,R
62159,Kenyon_Cell,KCg-m,KCg-m_R,R
62174,Kenyon_Cell,KCg-m,KCg-m_R,R
62188,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
62241,Kenyon_Cell,KCg-m,KCg-m_R,R
62274,Kenyon_Cell,KCg-d,KCg-d_R,R
62344,Kenyon_Cell,KCg-m,KCg-m_R,R
62417,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
62436,Kenyon_Cell,KCab-s,KCab-s_L,L
62457,Kenyon_Cell,KCab-p,KCab-p_R,R
62471,Kenyon_Cell,KCab-c,KCab-c_R,R
62517,Kenyon_Cell,KCab-m,KCab-m_R,R
62559,Kenyon_Cell,KCg-m,KCg-m_R,R
62624,Kenyon_Cell,KCab-s,KCab-s_R,R
62638,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
62641,Kenyon_Cell,KCab-p,KCab-p_L,L
62643,Kenyon_Cell,KCg-m,KCg-m_R,R
62645,Kenyon_Cell,KCg-m,KCg-m_R,R
62660,Kenyon_Cell,KCg-m,KCg-m_R,R
62703,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
62731,DAN,PAM01,PAM01(y5)_R,R
62733,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
62753,Kenyon_Cell,KCab-s,KCab-s_L,L
62840,Kenyon_Cell,KCab-s,KCab-s_R,R
62891,Kenyon_Cell,KCg-m,KCg-m_R,R
62905,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
62917,Kenyon_Cell,KCg-m,KCg-m_R,R
63035,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
63097,Kenyon_Cell,KCg-m,KCg-m_R,R
63100,Kenyon_Cell,KCg-m,KCg-m_R,R
63153,Kenyon_Cell,KCg-m,KCg-m_R,R
63156,Kenyon_Cell,KCab-s,KCab-s_R,R
63189,Kenyon_Cell,KCg-m,KCg-m_R,R
63199,Kenyon_Cell,KCg-m,KCg-m_L,L
63209,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
63212,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
63218,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
63253,Kenyon_Cell,KCab-s,KCab-s_L,L
63269,Kenyon_Cell,KCg-m,KCg-m_R,R
63283,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
63327,Kenyon_Cell,KCg-m,KCg-m_L,L
63345,Kenyon_Cell,KCab-m,KCab-m_L,L
63370,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
63380,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
63391,DAN,PAM01,PAM01(y5)_R,R
63394,Kenyon_Cell,KCg-m,KCg-m_R,R
63398,Kenyon_Cell,KCg-m,KCg-m_R,R
63482,Kenyon_Cell,KCg-m,KCg-m_R,R
63483,Kenyon_Cell,KCab-s,KCab-s_L,L
63499,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
63506,Kenyon_Cell,KCg-m,KCg-m_R,R
63508,Kenyon_Cell,KCg-m,KCg-m_R,R
63543,Kenyon_Cell,KCg-d,KCg-d_R,R
63578,Kenyon_Cell,KCg-m,KCg-m_R,R
63590,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
63629,Kenyon_Cell,KCg-m,KCg-m_R,R
63634,Kenyon_Cell,KCg-m,KCg-m_L,L
63740,Kenyon_Cell,KCg-m,KCg-m_L,L
63794,Kenyon_Cell,KCab-p,KCab-p_R,R
63814,Kenyon_Cell,KCab-s,KCab-s_L,L
63823,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
63930,Kenyon_Cell,KCg-m,KCg-m_R,R
63942,Kenyon_Cell,KCg-m,KCg-m_L,L
64005,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
64023,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
64115,Kenyon_Cell,KCg-m,KCg-m_R,R
64133,Kenyon_Cell,KCg-m,KCg-m_R,R
64141,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
64196,Kenyon_Cell,KCab-c,KCab-c_R,R
64253,Kenyon_Cell,KCab-s,KCab-s_R,R
64302,Kenyon_Cell,KCg-d,KCg-d_R,R
64310,Kenyon_Cell,KCg-d,KCg-d_R,R
64376,Kenyon_Cell,KCg-m,KCg-m_R,R
64378,Kenyon_Cell,KCab-s,KCab-s_L,L
64404,Kenyon_Cell,KCg-m,KCg-m_R,R
64434,Kenyon_Cell,KCg-m,KCg-m_L,L
64437,Kenyon_Cell,KCg-m,KCg-m_R,R
64440,Kenyon_Cell,KCg-m,KCg-m_R,R
64471,Kenyon_Cell,KCg-m,KCg-m_R,R
64472,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
64525,Kenyon_Cell,KCg-m,KCg-m_R,R
64596,Kenyon_Cell,KCg-m,KCg-m_R,R
64645,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
64653,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
64674,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
64697,Kenyon_Cell,KCg-m,KCg-m_L,L
64701,Kenyon_Cell,KCg-m,KCg-m_R,R
64782,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
64794,Kenyon_Cell,KCab-s,KCab-s_R,R
64799,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
64809,Kenyon_Cell,KCg-m,KCg-m_R,R
64860,Kenyon_Cell,KCg-m,KCg-m_L,L
64868,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
65109,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
65121,Kenyon_Cell,KCg-m,KCg-m_R,R
65122,Kenyon_Cell,KCg-m,KCg-m_R,R
65161,Kenyon_Cell,KCg-m,KCg-m_R,R
65205,Kenyon_Cell,KCab-s,KCab-s_R,R
65206,Kenyon_Cell,KCab-s,KCab-s_R,R
65347,Kenyon_Cell,KCab-m,KCab-m_L,L
65370,Kenyon_Cell,KCg-m,KCg-m_L,L
65379,Kenyon_Cell,KCg-m,KCg-m_R,R
65404,Kenyon_Cell,KCab-p,KCab-p_R,R
65420,Kenyon_Cell,KCab-c,KCab-c_R,R
65427,Kenyon_Cell,KCg-m,KCg-m_R,R
65446,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
65483,Kenyon_Cell,KCab-c,KCab-c_R,R
65500,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
65524,DAN,PAM08,PAM08(y4)_L,L
65559,DAN,PAM07,PAM07(y4<y1y2)_R,R
65606,Kenyon_Cell,KCg-m,KCg-m_R,R
65633,Kenyon_Cell,KCab-p,KCab-p_L,L
65708,Kenyon_Cell,KCab-s,KCab-s_L,L
65712,Kenyon_Cell,KCab-s,KCab-s_R,R
65714,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
65729,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
65737,Kenyon_Cell,KCg-m,KCg-m_R,R
65750,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
65752,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
65768,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
65814,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
65854,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
65864,Kenyon_Cell,KCg-m,KCg-m_R,R
65886,DAN,PAM08,PAM08(y4)_L,L
65940,Kenyon_Cell,KCab-s,KCab-s_R,R
65965,Kenyon_Cell,KCg-m,KCg-m_R,R
65974,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
65977,Kenyon_Cell,KCab-s,KCab-s_R,R
65997,Kenyon_Cell,KCg-m,KCg-m_R,R
66015,Kenyon_Cell,KCab-s,KCab-s_R,R
66028,Kenyon_Cell,KCab-s,KCab-s_L,L
66038,Kenyon_Cell,KCg-m,KCg-m_R,R
66047,Kenyon_Cell,KCg-m,KCg-m_L,L
66073,Kenyon_Cell,KCab-c,KCab-c_R,R
66099,Kenyon_Cell,KCg-m,KCg-m_R,R
66105,Kenyon_Cell,KCg-m,KCg-m_L,L
66113,Kenyon_Cell,KCg-m,KCg-m_L,L
66137,Kenyon_Cell,KCab-c,KCab-c_R,R
66171,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
66179,Kenyon_Cell,KCab-m,KCab-m_L,L
66219,Kenyon_Cell,KCg-m,KCg-m_R,R
66238,Kenyon_Cell,KCab-s,KCab-s_L,L
66387,Kenyon_Cell,KCab-s,KCab-s_R,R
66440,Kenyon_Cell,KCab-s,KCab-s_L,L
66458,Kenyon_Cell,KCab-s,KCab-s_L,L
66519,Kenyon_Cell,KCg-m,KCg-m_R,R
66531,Kenyon_Cell,KCab-s,KCab-s_L,L
66583,Kenyon_Cell,KCg-m,KCg-m_R,R
66594,Kenyon_Cell,KCg-m,KCg-m_R,R
66595,Kenyon_Cell,KCg-m,KCg-m_R,R
66599,Kenyon_Cell,KCab-s,KCab-s_L,L
66601,Kenyon_Cell,KCg-m,KCg-m_R,R
66611,Kenyon_Cell,KCg-m,KCg-m_R,R
66617,Kenyon_Cell,KCg-m,KCg-m_L,L
66659,Kenyon_Cell,KCg-d,KCg-d_L,L
66711,Kenyon_Cell,KCab-s,KCab-s_L,L
66720,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
66812,Kenyon_Cell,KCg-m,KCg-m_R,R
66865,Kenyon_Cell,KCab-m,KCab-m_L,L
66891,Kenyon_Cell,KCab-s,KCab-s_R,R
66911,Kenyon_Cell,KCg-m,KCg-m_R,R
66934,DAN,PAM10,PAM10(B1)_L,L
66945,Kenyon_Cell,KCg-m,KCg-m_R,R
66973,Kenyon_Cell,KCg-d,KCg-d_R,R
67000,Kenyon_Cell,KCg-m,KCg-m_L,L
67011,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
67022,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
67058,Kenyon_Cell,KCg-m,KCg-m_L,L
67102,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
67106,Kenyon_Cell,KCg-m,KCg-m_L,L
67120,Kenyon_Cell,KCg-m,KCg-m_R,R
67249,Kenyon_Cell,KCg-m,KCg-m_R,R
67257,Kenyon_Cell,KCg-m,KCg-m_L,L
67274,Kenyon_Cell,KCab-s,KCab-s_R,R
67282,Kenyon_Cell,KCab-m,KCab-m_L,L
67287,Kenyon_Cell,KCab-s,KCab-s_L,L
67320,Kenyon_Cell,KCg-m,KCg-m_R,R
67337,Kenyon_Cell,KCg-m,KCg-m_R,R
67344,Kenyon_Cell,KCab-c,KCab-c_R,R
67355,Kenyon_Cell,KCg-d,KCg-d_R,R
67356,Kenyon_Cell,KCg-m,KCg-m_L,L
67359,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
67378,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
67406,Kenyon_Cell,KCab-s,KCab-s_L,L
67425,Kenyon_Cell,KCg-m,KCg-m_R,R
67432,Kenyon_Cell,KCg-m,KCg-m_R,R
67439,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
67451,Kenyon_Cell,KCg-m,KCg-m_R,R
67468,Kenyon_Cell,KCg-m,KCg-m_L,L
67474,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
67479,Kenyon_Cell,KCg-m,KCg-m_L,L
67535,Kenyon_Cell,KCab-s,KCab-s_R,R
67543,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
67544,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
67581,Kenyon_Cell,KCab-c,KCab-c_R,R
67654,Kenyon_Cell,KCab-s,KCab-s_R,R
67665,Kenyon_Cell,KCab-s,KCab-s_R,R
67671,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
67686,Kenyon_Cell,KCab-s,KCab-s_R,R
67696,Kenyon_Cell,KCab-s,KCab-s_R,R
67712,Kenyon_Cell,KCg-m,KCg-m_R,R
67721,Kenyon_Cell,KCg-m,KCg-m_R,R
67722,Kenyon_Cell,KCg-m,KCg-m_R,R
67774,Kenyon_Cell,KCg-m,KCg-m_R,R
67809,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
67828,Kenyon_Cell,KCg-m,KCg-m_R,R
67853,Kenyon_Cell,KCg-d,KCg-d_R,R
67912,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
67919,Kenyon_Cell,KCab-s,KCab-s_R,R
67977,Kenyon_Cell,KCab-s,KCab-s_R,R
67984,Kenyon_Cell,KCg-d,KCg-d_R,R
68010,Kenyon_Cell,KCab-c,KCab-c_R,R
68098,Kenyon_Cell,KCab-c,KCab-c_R,R
68137,Kenyon_Cell,KCg-m,KCg-m_R,R
68162,Kenyon_Cell,KCab-s,KCab-s_L,L
68176,Kenyon_Cell,KCg-m,KCg-m_R,R
68226,Kenyon_Cell,KCg-m,KCg-m_R,R
68239,Kenyon_Cell,KCg-m,KCg-m_L,L
68254,Kenyon_Cell,KCg-m,KCg-m_L,L
68265,Kenyon_Cell,KCab-c,KCab-c_R,R
68283,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
68287,Kenyon_Cell,KCab-s,KCab-s_R,R
68334,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
68339,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
68428,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
68484,Kenyon_Cell,KCab-p,KCab-p_L,L
68487,Kenyon_Cell,KCg-m,KCg-m_R,R
68495,Kenyon_Cell,KCab-s,KCab-s_R,R
68501,Kenyon_Cell,KCab-m,KCab-m_L,L
68507,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
68531,Kenyon_Cell,KCg-m,KCg-m_R,R
68585,Kenyon_Cell,KCab-s,KCab-s_R,R
68614,Kenyon_Cell,KCab-m,KCab-m_L,L
68635,Kenyon_Cell,KCg-m,KCg-m_R,R
68708,Kenyon_Cell,KCg-m,KCg-m_L,L
68729,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
68737,Kenyon_Cell,KCab-s,KCab-s_R,R
68759,Kenyon_Cell,KCg-m,KCg-m_L,L
68790,Kenyon_Cell,KCg-m,KCg-m_R,R
68803,Kenyon_Cell,KCg-m,KCg-m_R,R
68941,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
68979,Kenyon_Cell,KCg-m,KCg-m_L,L
69002,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
69022,Kenyon_Cell,KCab-s,KCab-s_R,R
69037,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
69042,Kenyon_Cell,KCg-m,KCg-m_R,R
69047,Kenyon_Cell,KCab-p,KCab-p_R,R
69077,Kenyon_Cell,KCg-m,KCg-m_R,R
69101,Kenyon_Cell,KCg-m,KCg-m_R,R
69114,Kenyon_Cell,KCg-m,KCg-m_L,L
69175,Kenyon_Cell,KCg-m,KCg-m_R,R
69210,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
69223,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
69224,Kenyon_Cell,KCab-m,KCab-m_L,L
69237,Kenyon_Cell,KCg-m,KCg-m_L,L
69264,Kenyon_Cell,KCg-m,KCg-m_L,L
69308,Kenyon_Cell,KCab-s,KCab-s_R,R
69337,Kenyon_Cell,KCab-p,KCab-p_R,R
69347,Kenyon_Cell,KCg-m,KCg-m_R,R
69389,Kenyon_Cell,KCab-s,KCab-s_L,L
69417,Kenyon_Cell,KCg-m,KCg-m_L,L
69426,Kenyon_Cell,KCg-m,KCg-m_L,L
69431,Kenyon_Cell,KCg-m,KCg-m_R,R
69446,Kenyon_Cell,KCab-s,KCab-s_R,R
69472,Kenyon_Cell,KCab-s,KCab-s_R,R
69501,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
69507,Kenyon_Cell,KCab-s,KCab-s_R,R
69508,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
69513,Kenyon_Cell,KCab-s,KCab-s_R,R
69518,Kenyon_Cell,KCab-c,KCab-c_R,R
69538,Kenyon_Cell,KCab-m,KCab-m_L,L
69539,Kenyon_Cell,KCg-m,KCg-m_L,L
69584,Kenyon_Cell,KCab-c,KCab-c_R,R
69603,Kenyon_Cell,KCab-s,KCab-s_L,L
69611,Kenyon_Cell,KCab-m,KCab-m_L,L
69620,Kenyon_Cell,KCg-m,KCg-m_R,R
69649,Kenyon_Cell,KCab-c,KCab-c_R,R
69650,Kenyon_Cell,KCg-m,KCg-m_R,R
69651,Kenyon_Cell,KCab-s,KCab-s_L,L
69664,Kenyon_Cell,KCab-s,KCab-s_R,R
69694,Kenyon_Cell,KCab-s,KCab-s_R,R
69709,Kenyon_Cell,KCab-m,KCab-m_L,L
69713,Kenyon_Cell,KCab-m,KCab-m_L,L
69716,Kenyon_Cell,KCg-m,KCg-m_R,R
69721,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
69722,DAN,PAM08,PAM08(y4)_L,L
69742,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
69747,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
69758,Kenyon_Cell,KCab-m,KCab-m_L,L
69775,Kenyon_Cell,KCab-s,KCab-s_R,R
69842,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
69854,Kenyon_Cell,KCg-m,KCg-m_L,L
69855,Kenyon_Cell,KCg-m,KCg-m_L,L
69859,Kenyon_Cell,KCg-m,KCg-m_R,R
69885,Kenyon_Cell,KCg-d,KCg-d_L,L
69905,Kenyon_Cell,KCab-s,KCab-s_L,L
69956,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
69967,Kenyon_Cell,KCg-m,KCg-m_R,R
69973,Kenyon_Cell,KCab-c,KCab-c_R,R
69987,Kenyon_Cell,KCab-s,KCab-s_R,R
70022,Kenyon_Cell,KCg-m,KCg-m_R,R
70029,Kenyon_Cell,KCg-m,KCg-m_R,R
70030,Kenyon_Cell,KCg-m,KCg-m_R,R
70111,Kenyon_Cell,KCab-s,KCab-s_L,L
70124,Kenyon_Cell,KCab-s,KCab-s_R,R
70143,Kenyon_Cell,KCg-m,KCg-m_L,L
70175,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
70185,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
70193,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
70211,Kenyon_Cell,KCab-m,KCab-m_L,L
70223,Kenyon_Cell,KCg-m,KCg-m_L,L
70235,Kenyon_Cell,KCg-m,KCg-m_R,R
70261,Kenyon_Cell,KCab-c,KCab-c_L,L
70271,Kenyon_Cell,KCg-m,KCg-m_L,L
70282,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
70283,Kenyon_Cell,KCg-m,KCg-m_R,R
70312,Kenyon_Cell,KCg-m,KCg-m_R,R
70322,Kenyon_Cell,KCg-m,KCg-m_L,L
70324,Kenyon_Cell,KCg-m,KCg-m_R,R
70336,Kenyon_Cell,KCab-c,KCab-c_R,R
70378,Kenyon_Cell,KCab-s,KCab-s_R,R
70380,Kenyon_Cell,KCab-c,KCab-c_R,R
70396,Kenyon_Cell,KCab-s,KCab-s_R,R
70445,Kenyon_Cell,KCg-m,KCg-m_R,R
70457,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
70477,Kenyon_Cell,KCab-m,KCab-m_R,R
70489,Kenyon_Cell,KCg-m,KCg-m_R,R
70501,Kenyon_Cell,KCab-c,KCab-c_R,R
70509,Kenyon_Cell,KCg-m,KCg-m_R,R
70513,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
70526,Kenyon_Cell,KCg-m,KCg-m_R,R
70553,Kenyon_Cell,KCg-m,KCg-m_R,R
70614,Kenyon_Cell,KCg-m,KCg-m_L,L
70690,Kenyon_Cell,KCab-m,KCab-m_L,L
70740,Kenyon_Cell,KCg-m,KCg-m_L,L
70747,Kenyon_Cell,KCab-p,KCab-p_R,R
70816,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
70902,Kenyon_Cell,KCab-s,KCab-s_R,R
70909,Kenyon_Cell,KCab-m,KCab-m_R,R
70924,MBON,MBON10,MBON10(B'1)_L,L
70928,Kenyon_Cell,KCg-m,KCg-m_R,R
70950,Kenyon_Cell,KCab-m,KCab-m_L,L
70952,Kenyon_Cell,KCg-m,KCg-m_R,R
70993,Kenyon_Cell,KCab-c,KCab-c_R,R
71008,Kenyon_Cell,KCab-m,KCab-m_R,R
71028,Kenyon_Cell,KCg-m,KCg-m_R,R
71030,Kenyon_Cell,KCab-s,KCab-s_L,L
71033,Kenyon_Cell,KCg-m,KCg-m_R,R
71039,Kenyon_Cell,KCab-m,KCab-m_R,R
71053,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
71088,Kenyon_Cell,KCab-s,KCab-s_R,R
71095,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
71120,Kenyon_Cell,KCab-s,KCab-s_R,R
71121,Kenyon_Cell,KCg-m,KCg-m_R,R
71127,Kenyon_Cell,KCab-c,KCab-c_R,R
71128,Kenyon_Cell,KCab-c,KCab-c_L,L
71166,Kenyon_Cell,KCg-m,KCg-m_L,L
71189,Kenyon_Cell,KCab-c,KCab-c_R,R
71317,Kenyon_Cell,KCg-m,KCg-m_L,L
71326,Kenyon_Cell,KCab-s,KCab-s_L,L
71366,Kenyon_Cell,KCab-s,KCab-s_R,R
71406,Kenyon_Cell,KCg-m,KCg-m_L,L
71469,Kenyon_Cell,KCab-m,KCab-m_L,L
71474,Kenyon_Cell,KCg-m,KCg-m_L,L
71486,Kenyon_Cell,KCg-d,KCg-d_R,R
